Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",FB,CB,CM,AM,W,CF,GK,Rating
N. Higgins,Toronto II,Toronto II,CB,23.0,107000.0,,10,574,0,1.05,0,0.09,11.21,52.11,United States,United States,,0,0,no,8.84,6.32,52.5,2.84,55.56,0.16,0.2,0.63,5.37,6.85,1.58,1,0.16,0,0.0,0.0,0.0,0,0.0,0.17,0,0.0,4,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.95,16.67,0.95,0.63,0.0,32.05,0.0,0.16,46.42,85.71,16.89,71.03,2.53,87.5,23.05,95.21,40.89,93.05,5.53,31.43,19.99,29.62,0.01,0.47,0.0,0.0,0.0,0.0,0.0,5.21,48.48,0.63,0.0,0.16,0.0,0.32,0.0,7.89,66.0,0,,0,,0,0.0,0.0,0.0,,,1.42,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.51
N. Blanco,North Carolina FC,North Carolina FC,FB,22.0,107000.0,,27,2450,0,0.63,3,2.0,15.24,55.42,El Salvador,"El Salvador, United States",,171,68,no,10.25,7.46,62.56,1.84,42.0,1.47,1.95,0.22,4.11,5.46,1.18,6,0.22,0,0.0,2.2,0.0,0,0.0,0.02,0,0.0,10,0.37,10.0,0.0,0.11,2.24,31.15,2.2,30.0,0.0,0.0,0.11,2.13,68.97,4.08,57.66,0.48,2.68,1.62,33.72,1.87,1.07,44.08,80.17,14.88,66.67,7.68,95.69,15.47,86.94,37.65,87.71,4.37,37.82,19.76,37.58,0.07,0.48,0.0,0.0,0.26,0.0,0.26,5.99,59.51,2.31,39.68,0.96,19.23,0.4,0.66,8.08,70.91,0,,0,,0,0.0,0.0,0.0,,,0.99,,,0.33,0.0,0.0,0.0,0,0.0,FB,,,,,,,6.8
J. Penn,Inter Miami,Fort Lauderdale,"AM,W",21.0,107000.0,,10,877,2,1.73,1,0.36,13.14,42.97,United States,United States,left,178,73,no,4.31,4.1,60.0,0.72,0.0,0.0,0.0,0.0,1.85,2.13,0.31,1,0.1,0,0.0,2.57,0.21,2,0.21,0.18,0,0.0,12,1.23,66.67,16.667,0.1,0.92,11.11,0.51,0.0,0.41,25.0,0.31,2.77,48.15,6.05,32.2,1.74,2.16,1.44,13.03,1.13,0.51,17.96,74.86,4.52,75.0,4.93,87.5,5.44,71.7,16.32,79.25,0.82,50.0,16.21,30.81,0.04,0.41,0.0,0.0,0.41,75.0,0.21,1.44,85.71,2.26,50.0,0.41,50.0,1.33,0.1,3.49,55.88,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.1,0.0,0.0,0.31,0,0.0,,,,AM,W,,,6.56
S. Martina,,North Carolina FC,CB,25.0,107000.0,,11,705,0,0.08,0,0.0,7.91,51.61,Curaçao,"Curaçao, Netherlands",right,181,71,no,9.19,4.21,57.58,1.66,61.54,0.64,0.81,1.02,6.13,7.74,0.64,1,0.13,0,0.0,0.38,0.0,0,0.0,0.01,0,0.0,1,0.13,100.0,0.0,0.0,0.26,50.0,0.26,50.0,0.0,0.0,0.0,0.26,50.0,0.38,33.33,0.13,0.13,0.0,43.4,0.13,0.26,56.04,90.21,18.89,79.73,2.55,100.0,30.0,96.17,46.09,95.84,9.7,64.47,24.46,39.24,0.0,0.0,0.0,0.0,0.13,0.0,0.0,6.51,66.67,0.64,40.0,0.51,50.0,0.13,0.13,10.6,75.9,0,,0,,0,0.0,0.0,0.0,,,2.3,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.58
N. Jackson,San Diego Loyal,Tormenta,CF,26.0,107000.0,,8,285,0,0.64,0,0.0,20.53,29.23,United States,United States,right,186,80,no,3.16,2.21,71.43,3.79,25.0,0.0,0.0,0.32,1.58,2.03,3.16,1,0.32,0,0.0,0.32,0.0,0,0.0,0.2,0,0.0,4,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,25.0,11.68,27.03,1.89,0.32,0.63,5.68,0.95,2.21,11.37,75.0,1.58,80.0,4.11,92.31,2.53,87.5,11.37,75.0,0.0,0.0,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,100.0,0.63,100.0,0.0,0.0,0.32,0.0,1.26,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,,,,CF,,6.41
M. Schenfeld,Tucson,Tucson,FB,29.0,107000.0,,26,2366,1,0.72,0,1.08,17.16,47.93,Chile,"Chile, Argentina",,0,0,no,10.56,7.28,58.7,2.37,50.0,1.19,1.53,0.28,5.1,6.59,1.42,10,0.38,4,0.15,2.21,0.04,1,0.04,0.03,0,0.0,15,0.59,20.0,6.667,0.0,3.24,36.59,3.2,37.04,0.04,0.0,0.2,1.94,46.94,4.78,40.5,0.28,1.03,0.51,37.92,2.33,0.75,51.05,83.58,18.43,75.11,7.91,99.0,16.96,83.45,41.8,92.15,6.29,48.43,20.36,40.76,0.04,0.55,0.04,0.0,0.0,0.0,0.24,7.79,68.02,3.04,48.05,0.51,23.08,0.43,1.07,10.4,77.57,0,,0,,0,0.0,0.0,0.0,,,0.47,,,0.2,0.04,0.0,0.08,0,0.0,FB,,,,,,,6.86
T. Trilk,Chattanooga Red Wolves,Chattanooga Red Wolves,GK,23.0,107000.0,,21,2150,0,0.0,0,0.0,0.8,94.74,United States,United States,,0,0,no,1.38,0.04,0.0,0.71,100.0,0.0,0.0,0.0,1.38,2.01,0.0,2,0.08,0,0.0,0.04,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,100.0,0.04,100.0,0.0,0.0,0.0,17.33,0.17,0.13,24.74,90.52,10.3,80.08,0.0,0.0,12.89,97.73,20.05,98.12,4.69,58.04,25.29,48.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,31.03,0.08,0.0,0.04,0.0,0.0,0.0,3.18,69.74,21,0.88,69,2.89,5,69.57,22.3,0.93,1.3,0.054,0.0,2.01,0.71,,,,0.0,0,0.0,,,,,,,GK,6.79
J. Villalobos,Chattanooga Red Wolves,Chattanooga Red Wolves,"CM,CF",26.0,107000.0,,27,2141,2,2.3,1,1.33,14.21,48.22,United States,"United States, Mexico",,0,0,no,5.0,4.41,60.0,2.77,50.0,0.34,0.49,0.08,2.02,2.92,1.01,3,0.13,0,0.0,1.68,0.08,2,0.08,0.1,0,0.0,25,1.05,36.0,8.0,0.04,0.46,54.55,0.34,50.0,0.13,66.67,0.08,1.72,51.22,4.62,40.0,1.47,0.71,0.38,18.5,0.55,0.5,29.01,85.51,8.79,74.16,4.41,96.19,11.73,90.32,25.26,89.35,3.28,60.26,19.36,29.64,0.06,0.46,0.13,0.04,0.42,40.0,0.17,4.88,74.14,1.18,75.0,0.88,47.62,0.76,0.21,4.75,79.65,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.0,0.0,0.0,0.25,0,0.0,,,CM,,,CF,,6.84
S. Capozucchi,Chattanooga Red Wolves,Chattanooga Red Wolves,"FB,CB",25.0,107000.0,,17,1378,0,0.0,0,0.18,14.11,53.24,United States,"United States, Italy",,0,0,no,7.51,7.05,60.19,2.55,43.59,0.26,0.36,0.26,3.0,4.14,1.83,7,0.46,2,0.13,0.59,0.0,0,0.0,0.0,0,0.0,1,0.07,0.0,0.0,0.0,0.46,42.86,0.0,0.0,0.46,42.86,0.0,0.72,54.55,2.35,50.0,0.07,0.65,0.46,22.79,0.59,0.72,33.18,86.02,12.8,73.47,3.92,95.0,11.82,95.03,28.8,91.84,3.92,48.33,19.02,33.17,0.01,0.13,0.0,0.07,0.0,0.0,0.13,4.64,63.38,0.91,35.71,0.46,0.0,0.2,0.13,5.94,74.73,0,,0,,0,0.0,0.0,0.0,,,1.57,,,0.0,0.0,0.0,0.0,0,0.0,FB,CB,,,,,,6.6
M. Mbaye,North Carolina FC,North Carolina FC,CB,25.0,107000.0,,24,1826,1,0.47,0,0.0,10.7,53.92,Senegal,Senegal,,0,0,no,8.72,4.63,57.45,3.3,61.19,0.25,0.33,0.69,5.82,7.78,0.99,2,0.1,1,0.05,0.2,0.05,1,0.05,0.02,0,0.0,2,0.1,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,33.33,1.48,40.0,0.15,0.54,0.15,43.03,0.25,0.15,55.94,88.9,19.86,76.43,3.45,98.57,29.23,95.62,49.19,95.09,6.75,43.8,19.4,37.27,0.0,0.0,0.0,0.05,0.0,0.0,0.0,5.57,51.33,0.59,25.0,0.54,9.09,0.15,0.0,7.1,68.06,0,,0,,0,0.0,0.0,0.0,,,2.91,,,0.05,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.74
L. Pavone,Richmond Kickers,Richmond Kickers,"FB,AM,CF",26.0,107000.0,,21,851,0,0.15,0,0.03,17.24,51.53,United States,United States,,0,0,no,9.2,7.83,59.46,2.96,57.14,0.42,0.51,0.32,4.12,4.98,1.37,3,0.32,0,0.0,1.48,0.0,0,0.0,0.02,0,0.0,4,0.42,25.0,0.0,0.0,2.12,25.0,0.21,0.0,1.9,27.78,0.11,1.9,33.33,4.02,34.21,0.32,0.74,0.95,15.76,1.37,1.37,23.58,66.82,10.15,60.42,3.07,96.55,6.77,67.19,17.87,76.92,3.7,40.0,24.65,27.83,0.0,0.11,0.0,0.0,0.21,100.0,0.11,5.61,45.28,2.12,50.0,0.95,55.56,0.42,0.63,5.61,69.81,0,,0,,0,0.0,0.0,0.0,,,0.11,,,0.0,0.0,0.0,0.0,0,0.0,FB,,,AM,,CF,,6.56
J. Rice,New England II,New England II,GK,25.0,107000.0,,20,1957,0,0.0,0,0.0,0.87,73.68,United States,United States,,193,86,no,1.66,0.14,0.0,0.41,88.89,0.05,0.06,0.0,1.61,2.14,0.09,5,0.23,1,0.05,0.09,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,100.0,0.23,80.0,0.0,0.0,0.05,7.86,0.14,0.28,14.95,87.38,7.77,78.7,0.05,0.0,6.25,97.79,10.95,98.32,3.96,58.14,29.54,47.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,46.67,0.0,0.0,0.0,0.0,0.0,0.0,2.99,73.85,20,0.92,88,4.05,8,77.27,22.93,1.05,2.93,0.135,0.0,1.24,0.41,,,,0.0,0,0.0,,,,,,,GK,7.06
T. Otieno,Union Omaha,Union Omaha,"FB,CM",23.0,107000.0,,25,1650,2,0.71,2,1.46,22.36,54.39,Kenya,Kenya,,0,0,no,9.05,8.29,65.13,1.47,48.15,0.16,0.2,0.16,3.49,4.3,1.64,6,0.33,0,0.0,3.16,0.11,2,0.11,0.04,0,0.0,16,0.87,18.75,12.5,0.11,2.07,28.95,0.16,66.67,1.91,25.71,0.16,3.87,60.56,9.38,48.84,0.82,1.96,0.55,28.75,0.76,1.15,42.11,80.18,13.64,69.6,6.82,96.0,15.0,80.0,36.38,87.41,3.93,38.89,19.04,30.38,0.08,0.82,0.11,0.05,0.38,14.29,0.38,7.58,61.15,2.62,33.33,0.55,10.0,0.38,0.44,6.44,77.12,0,,0,,0,0.0,0.0,0.0,,,0.49,,,0.38,0.05,100.0,0.05,0,0.0,FB,,CM,,,,,6.88
M. Ferriol,Tucson,Tucson,CM,23.0,107000.0,,21,1032,2,1.56,1,1.14,20.83,40.83,Spain,Spain,right,0,0,no,7.74,8.31,55.17,2.2,30.43,1.24,1.73,0.1,1.91,2.65,2.48,9,0.78,0,0.0,1.72,0.17,2,0.19,0.15,0,0.0,15,1.43,26.67,13.333,0.1,0.76,12.5,0.48,20.0,0.29,0.0,0.1,1.91,50.0,7.55,32.91,0.86,0.76,0.38,25.41,0.38,1.05,36.11,82.8,9.94,75.96,5.35,96.43,15.96,84.43,31.05,87.69,4.3,60.0,21.59,36.62,0.11,1.24,0.0,0.0,0.76,37.5,0.38,5.83,67.21,1.72,27.78,0.86,22.22,0.48,0.1,6.5,75.0,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.48,0.1,0.0,0.19,0,0.0,,,CM,,,,,6.71
B. Fischer,North Carolina FC,North Carolina FC,CB,17.0,107000.0,,16,1242,0,0.91,0,0.21,12.1,55.69,United States,United States,right,193,0,no,9.35,5.29,56.16,3.84,56.6,0.0,0.0,1.01,6.38,8.83,0.58,0,0.0,0,0.0,0.51,0.0,0,0.0,0.07,0,0.0,5,0.36,0.0,0.0,0.0,0.14,0.0,0.07,0.0,0.07,0.0,0.0,0.87,58.33,1.81,40.0,0.65,0.36,0.14,36.09,0.29,0.14,50.8,88.45,17.68,75.82,2.61,94.44,25.94,96.65,46.59,93.0,4.06,39.29,20.58,35.83,0.02,0.29,0.0,0.0,0.07,0.0,0.0,3.99,61.82,0.43,16.67,0.29,25.0,0.07,0.0,7.9,62.39,0,,0,,0,0.0,0.0,0.0,,,1.74,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.78
C. Cole,Richmond Kickers,Richmond Kickers,FB,26.0,107000.0,,19,1499,1,0.55,2,1.39,16.21,51.11,United States,United States,,0,0,no,10.63,8.65,58.33,2.52,52.38,0.12,0.15,0.18,5.46,6.74,1.02,2,0.12,0,0.0,1.2,0.06,1,0.06,0.03,1,0.06,9,0.54,22.22,11.111,0.12,1.44,29.17,1.38,30.43,0.06,0.0,0.24,1.38,43.48,3.36,35.71,0.24,0.54,0.12,17.35,1.26,0.66,26.0,67.9,11.65,50.52,3.9,83.08,8.17,84.56,20.11,78.81,4.5,30.67,21.93,33.76,0.08,0.66,0.0,0.0,0.24,25.0,0.24,5.88,47.96,1.98,42.42,0.24,25.0,0.36,0.42,6.78,65.49,0,,0,,0,0.0,0.0,0.0,,,0.3,,,0.06,0.0,0.0,0.0,0,0.0,FB,,,,,,,6.68
A. Gavilanes,Greenville Triumph,Greenville Triumph,"AM,W",22.0,107000.0,,26,1551,2,1.8,3,4.67,19.38,48.2,United States,United States,,0,0,no,5.92,4.58,72.15,1.91,15.15,0.35,0.44,0.12,2.26,2.84,0.41,0,0.0,0,0.0,6.21,0.12,2,0.12,0.1,0,0.0,16,0.93,25.0,12.5,0.17,4.7,37.04,3.95,36.76,0.75,38.46,0.87,7.54,53.08,11.14,46.35,1.97,2.26,0.81,14.91,2.21,1.45,22.34,68.57,5.45,53.19,5.28,92.31,8.18,70.21,15.67,81.11,2.09,47.22,20.57,24.37,0.27,2.15,0.0,0.06,0.46,50.0,1.04,2.32,65.0,3.83,50.0,0.93,43.75,0.75,1.62,4.7,74.07,0,,0,,0,0.0,0.0,0.0,,,0.06,,,0.41,0.06,100.0,2.61,0,0.0,,,,AM,W,,,6.81
C. Thorn,Tormenta,Tormenta,"FB,CB",26.0,107000.0,,28,2635,1,0.73,2,1.32,13.58,56.51,United States,United States,,0,0,no,9.87,6.22,65.91,3.15,58.43,0.35,0.44,0.5,5.41,6.68,0.95,5,0.17,0,0.0,1.13,0.03,1,0.04,0.03,0,0.0,9,0.32,44.44,11.111,0.07,1.2,35.29,0.18,40.0,1.03,34.48,0.21,0.88,48.0,2.16,42.62,0.81,0.85,0.21,32.96,1.2,0.39,45.05,88.15,15.21,81.4,8.1,95.63,15.31,90.99,40.49,91.79,3.36,63.16,18.67,32.98,0.05,0.35,0.04,0.0,0.28,50.0,0.18,5.62,73.58,1.49,45.24,0.6,52.94,0.32,0.5,7.46,79.15,0,,0,,0,0.0,0.0,0.0,,,2.44,,,0.04,0.0,0.0,0.18,0,0.0,FB,CB,,,,,,6.8
C. Young,Fort Lauderdale,Fort Lauderdale,FB,24.0,107000.0,,16,1338,1,0.43,2,2.76,13.39,48.74,United States,United States,,0,0,no,9.48,5.99,58.43,1.82,40.74,0.4,0.49,0.13,5.58,6.71,0.47,2,0.13,0,0.0,2.96,0.07,1,0.07,0.03,0,0.0,2,0.13,50.0,50.0,0.13,2.83,40.48,0.0,0.0,2.83,40.48,0.34,2.89,55.81,3.77,50.0,1.14,1.41,0.67,24.62,1.28,0.34,33.23,73.08,12.91,57.29,6.05,90.0,10.56,83.44,26.37,82.91,4.24,33.33,19.93,36.9,0.19,0.81,0.07,0.0,0.27,50.0,0.54,5.31,63.29,2.42,44.44,0.34,20.0,0.54,1.01,9.69,60.42,0,,0,,0,0.0,0.0,0.0,,,1.28,,,0.0,0.0,0.0,0.0,0,0.0,FB,,,,,,,6.64
C. Frame,North Carolina FC,North Carolina FC,"AM,W",19.0,107000.0,,19,1272,2,0.68,0,0.41,16.84,34.45,United States,United States,unknown,0,0,no,3.68,4.6,46.15,1.77,20.0,0.21,0.29,0.07,1.34,1.83,0.85,1,0.07,0,0.0,1.91,0.14,2,0.14,0.05,0,0.0,8,0.57,50.0,25.0,0.0,1.06,33.33,0.07,0.0,0.99,35.71,0.07,2.41,52.94,7.57,32.71,1.06,2.33,1.91,14.08,1.91,1.34,19.53,78.26,3.47,75.51,6.86,88.66,4.95,72.86,18.18,81.71,0.28,25.0,13.75,8.15,0.03,0.5,0.0,0.0,0.21,0.0,0.14,0.99,85.71,1.49,38.1,0.14,0.0,0.71,0.35,2.48,71.43,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,,AM,W,,,6.55
C. Shutler,North Texas,North Texas,GK,23.0,107000.0,,10,966,0,0.0,0,0.0,0.56,83.33,United States,United States,,0,0,no,1.4,0.0,0.0,0.47,80.0,0.0,0.0,0.0,1.4,1.88,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.23,0.0,0.0,21.8,92.31,7.36,83.54,0.0,0.0,13.04,97.14,19.01,98.04,2.7,55.17,25.01,44.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,18.18,0.09,0.0,0.19,50.0,0.0,0.0,2.05,68.18,12,1.12,42,3.91,4,71.43,15.0,1.4,3.0,0.28,0.0,1.77,0.47,,,,0.0,0,0.0,,,,,,,GK,7.0
I. Osumanu,Union Omaha,Union Omaha,CB,25.0,107000.0,,17,1439,0,0.03,0,0.0,11.13,63.48,Ghana,Ghana,,183,0,no,7.63,4.07,67.69,3.31,62.26,0.31,0.39,0.56,4.57,5.64,0.63,1,0.06,0,0.0,0.06,0.0,0,0.0,0.0,0,0.0,1,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.19,33.33,1.38,54.55,0.13,0.25,0.0,23.7,0.25,0.5,35.02,92.14,10.26,82.32,2.75,95.45,19.45,97.43,32.21,96.31,2.75,45.45,20.99,29.67,0.0,0.06,0.13,0.0,0.0,0.0,0.0,3.0,66.67,0.31,20.0,0.0,0.0,0.06,0.0,3.69,74.58,0,,0,,0,0.0,0.0,0.0,,,2.25,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.88
R. Pineda,Chattanooga Red Wolves,Chattanooga Red Wolves,"FB,W",25.0,107000.0,2021-11-30,24,1146,0,0.79,0,0.77,16.88,49.3,United States,United States,,180,68,no,9.19,6.83,55.17,3.69,51.06,0.86,1.33,0.08,4.55,6.99,1.73,5,0.39,0,0.0,1.73,0.0,0,0.0,0.06,0,0.0,13,1.02,15.38,0.0,0.0,2.28,24.14,0.86,9.09,1.41,33.33,0.63,1.49,57.89,3.69,44.68,0.94,1.1,0.71,24.66,0.94,1.65,36.13,78.91,12.8,67.48,6.83,94.25,11.78,80.67,29.92,86.35,4.08,53.85,19.75,28.98,0.06,0.63,0.0,0.0,0.55,28.57,0.16,6.05,72.73,3.22,43.9,0.63,37.5,0.71,0.55,6.83,75.86,0,,0,,0,0.0,0.0,0.0,,,1.1,,,0.0,0.0,0.0,0.24,0,0.0,FB,,,,W,,,6.75
M. Hernández,Chattanooga Red Wolves,Chattanooga Red Wolves,"AM,W",25.0,107000.0,2021-11-30,24,1288,5,5.69,3,2.82,24.81,48.17,United States,United States,left,165,66,no,6.43,6.43,63.04,2.8,35.0,0.14,0.23,0.0,2.24,3.66,1.89,5,0.35,0,0.0,6.64,0.35,5,0.35,0.4,0,0.0,32,2.24,46.88,15.625,0.21,4.54,41.54,3.84,45.45,0.7,20.0,0.84,6.29,55.56,11.95,46.2,3.63,1.75,0.63,19.29,2.59,1.96,27.18,72.49,6.99,57.0,6.29,94.44,9.01,72.09,20.4,81.51,2.45,51.43,20.82,30.1,0.2,1.47,0.07,0.07,0.42,50.0,1.05,3.0,46.51,4.68,55.22,0.91,46.15,1.26,1.82,5.31,78.95,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.21,0.0,0.0,1.33,0,0.0,,,,AM,W,,,7.01
J. Esparza,Chattanooga Red Wolves,Chattanooga Red Wolves,FB,22.0,107000.0,2021-11-30,25,1769,0,0.42,0,1.08,12.11,52.52,United States,"United States, Mexico",left,172,75,no,7.94,6.21,58.2,2.7,52.83,0.2,0.31,0.2,4.12,6.21,1.22,3,0.15,0,0.0,1.07,0.0,0,0.0,0.02,0,0.0,5,0.25,20.0,0.0,0.0,2.29,37.78,2.24,36.36,0.05,100.0,0.25,0.61,25.0,1.37,29.63,0.31,0.76,0.41,25.13,1.93,0.25,33.99,79.34,14.35,70.57,5.65,94.59,9.51,86.1,27.32,88.64,4.43,43.68,20.81,26.19,0.06,0.66,0.0,0.0,0.0,0.0,0.25,5.55,64.22,2.49,44.9,0.25,20.0,0.31,0.81,8.8,75.14,0,,0,,0,0.0,0.0,0.0,,,0.71,,,0.0,0.0,0.0,0.0,0,0.0,FB,,,,,,,6.67
P. Christensen,Greenville Triumph,Greenville Triumph,GK,25.0,107000.0,2021-11-30,12,1198,0,0.0,0,0.0,1.43,57.89,United States,United States,right,186,86,no,1.73,0.15,50.0,0.75,70.0,0.0,0.0,0.0,1.65,2.06,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,100.0,0.0,0.0,0.0,13.67,0.23,0.3,20.36,78.23,12.25,67.48,0.0,0.0,7.44,96.97,9.69,98.45,10.52,60.71,38.98,52.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,50.88,0.23,0.0,0.38,20.0,0.0,0.0,6.91,78.26,8,0.6,34,2.55,8,76.47,9.17,0.69,1.17,0.088,0.0,1.58,0.75,,,,0.0,0,0.0,,,,,,,GK,7.04
M. Hemmings,Greenville Triumph,Greenville Triumph,CM,24.0,107000.0,2021-11-30,27,2381,0,0.57,1,1.27,12.32,60.12,England,England,,0,0,no,6.58,4.84,62.5,1.97,55.77,0.19,0.23,0.19,3.36,4.1,0.94,10,0.38,0,0.0,1.17,0.0,0,0.0,0.02,0,0.0,13,0.49,23.08,0.0,0.04,0.98,30.77,0.38,30.0,0.6,31.25,0.04,0.83,68.18,3.02,61.25,0.79,1.06,0.08,30.62,0.42,1.25,43.39,82.93,15.5,69.02,5.07,97.01,17.61,90.34,36.55,89.45,5.97,50.0,20.77,36.3,0.05,0.6,0.08,0.04,0.53,35.71,0.26,7.79,68.45,2.27,43.33,1.17,29.03,0.94,0.26,6.96,81.52,0,,0,,0,0.0,0.0,0.0,,,0.64,,,0.83,0.0,0.0,0.0,0,0.0,,,CM,,,,,6.94
B. Malone,Union Omaha,Union Omaha,CB,20.0,107000.0,2021-11-30,13,758,0,0.3,0,0.0,8.79,68.92,United States,United States,right,180,74,yes,10.09,3.68,77.42,2.73,65.22,0.24,0.28,0.83,7.01,8.35,0.24,0,0.0,0,0.0,0.36,0.0,0,0.0,0.04,0,0.0,2,0.24,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.36,100.0,0.83,57.14,0.36,0.0,0.0,20.07,0.36,0.71,30.87,87.31,11.87,80.0,3.44,100.0,12.94,90.83,27.9,91.49,2.85,50.0,19.77,24.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,56.25,0.36,0.0,0.24,0.0,0.0,0.0,5.58,76.6,0,,0,,0,0.0,0.0,0.0,,,2.97,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.75
P. Cayet,New England,New England II,CB,22.0,107000.0,2021-11-30,20,1784,2,1.18,0,0.05,16.14,66.25,France,France,,0,0,no,11.65,7.52,71.81,2.72,68.52,0.5,0.67,0.5,5.75,7.6,1.36,1,0.05,0,0.0,1.16,0.1,2,0.1,0.06,1,0.05,6,0.3,66.67,33.333,0.0,0.4,25.0,0.3,16.67,0.0,0.0,0.0,0.76,73.33,2.83,58.93,0.3,1.26,0.05,41.82,0.55,0.66,59.88,86.02,28.5,79.65,1.82,94.44,24.47,93.4,51.91,91.93,7.62,49.01,22.02,43.95,0.0,0.1,0.0,0.0,0.45,66.67,0.0,11.8,69.66,1.06,38.1,0.76,46.67,0.35,0.1,12.66,80.88,0,,0,,0,0.0,0.0,0.0,,,0.81,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,7.17
